date,ticker,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Norm,EMA_12,EMA_26,EMA_12_26_Ratio,Stoch_K,Stoch_D,Upper_BB,Middle_BB,Lower_BB,BB_Width,BB_Width_Pct,ATR,OBV,OBV_Norm,MFI,VROC,ADL,ADL_Norm,ADOSC,ADX,DI_Plus,DI_Minus,EMV,EMV_MA,Volatility_5D,Realized_Vol_5D,Range_Pct_5D,VWAP_5D,VWAP_Norm_5D,Volatility_10D,Realized_Vol_10D,Range_Pct_10D,VWAP_10D,VWAP_Norm_10D,Volatility_20D,Realized_Vol_20D,Range_Pct_20D,VWAP_20D,VWAP_Norm_20D,pattern,SPY_MACD_Hist,Label
2025-01-27,WMT,96.67318725585938,96.73273710314851,94.1124378079475,95.18438049392867,18880600.0,71.22560416233667,0.9541554504039169,0.504145771126455,0.45000967927746194,2.1217501769885514,92.70319795311745,91.74904252373244,1.0103996227441632,94.98665815073753,88.25052442605208,94.83603855923496,91.43109855651855,88.02615855380213,6.809880005432831,0.07448100387007023,1.6164384723049696,551767300.0,2.4879501418490593,74.93572042989531,74.26208627914275,238141529.7688202,3.22624444553081,16566741.39281848,20.766951030195326,36.38383626450785,16.84479659090571,2.6240697155222064e-07,3.989473926199298e-08,0.009796643665708215,0.021905961187866294,0.05579022937008919,93.74990891020728,1.5080425472851888,0.011742809140581695,0.037134023012882544,0.08144694261470406,92.31133094644217,1.9479964052245422,0.010525403942666512,0.047071037412893244,0.0886953680542768,91.61797215572217,-0.36186746279886384,0,1.8819633095201689,0
2025-01-28,WMT,96.56400299072266,97.10989423453182,96.00818424867336,96.50445314620664,14641600.0,70.5699273660794,1.1914617146600932,0.6416089598331827,0.5498527548269105,2.010785551683535,93.29716795890288,92.10570626202801,1.0129358076196204,95.64860914464049,92.92055585765023,95.72561366736966,91.6544189453125,87.58322422325534,8.142389444114315,0.0888379364335138,1.579672151844505,537125700.0,1.7677442744928031,75.05119406922326,0.8381600424245406,238273465.08764136,2.492261154888779,17825507.72988683,22.053051705510196,36.2767257252821,16.005624446756563,8.55125314953977e-08,3.8588021896564375e-08,0.011264569600606619,0.025188343364234058,0.05979188240868243,94.68170267487747,1.375290371148878,0.009601529289558815,0.030362701575824214,0.08566346164264069,92.86553661536698,1.9281225602592782,0.010553138889655164,0.0471950718665312,0.09294014840746591,91.84511275850389,0.06587053142541906,1,1.7103477136417344,0
2025-01-29,WMT,96.77244567871094,97.43744425726577,96.49453627707389,96.70296832830168,11261400.0,71.11658263909027,1.3804354214278334,0.7893742521521128,0.5910611692757206,1.820688789905582,93.83182606964257,92.45139066326378,1.0149314725984682,94.57844613742343,95.07123781093384,96.56867915740763,91.94424018859863,87.31980121978962,9.248877937618005,0.10059224937469106,1.53418899672646,548387100.0,1.7904046673105816,80.06025734277087,0.2082221035771381,233650356.4190151,1.8621568763011433,15248967.770498544,23.376765155182703,36.20918639213207,15.302960834761697,3.4073682628680025e-08,4.4520501469934225e-08,0.011179186817373697,0.024997421656817113,0.06336654241539444,95.45207334643892,1.235396408860389,0.008383178338451798,0.026509937580893594,0.08932538604638499,93.37603123067645,1.831631664643705,0.009978671957163426,0.044625977642776586,0.09662661695199044,92.06638461288941,0.5231776582930427,1,1.3288433917736682,0
2025-01-30,WMT,97.91385650634766,98.19176588165399,96.69303166772332,96.96102111709911,11012200.0,73.96805302207628,1.6038130021949115,0.9522620021606725,0.651551000034239,1.721306847389556,94.45983075221258,92.85601776275148,1.0172720414691794,93.79151672402351,94.6728573353625,97.54416503117514,92.34522514343261,87.14628525569009,10.397879775485052,0.11259791461155505,1.5316565122410466,559399300.0,1.778901510814641,79.91742639387276,-18.146815722185885,240578585.2995168,1.9193393672389274,15013095.36086312,24.896218698882013,37.196202697125244,14.233358772431796,6.483806414940828e-08,4.839757220275099e-08,0.011111641579295107,0.02484638591291698,0.05852761840351807,96.30503364330644,1.2119047630401811,0.008493097209047057,0.026857531569807924,0.09775850640328071,94.01112393548865,1.8030277339437075,0.009492127348420068,0.04245008400430421,0.10511626051101582,92.35508609677245,1.121279743544593,0,1.2095770705216249,0
2025-01-31,WMT,97.42752075195312,98.26124892624203,96.97094666893246,98.26124892624203,16391200.0,70.76250432905292,1.7217508414516658,1.1061597700188712,0.6155910714327946,1.480568918000205,94.91639844448036,93.19464761380345,1.018474782348143,93.01314491258688,93.79436925801129,98.22542999812515,92.73281135559083,87.2401927130565,10.98523728506865,0.11846116950930069,1.5144169226030844,543008100.0,1.2498286064270747,72.01906299630224,-9.645056198975798,235787453.52727133,1.4703662517361176,12027324.232946634,26.333785875175263,35.26018808959343,13.367122787763822,1.3673449249506874e-08,4.105052252790382e-08,0.01298811055975156,0.029042298110887335,0.044083558081460916,97.02707487534867,1.2239675257460432,0.009077823657496943,0.028706598955050594,0.08731459287409432,94.658439595786,1.7529415650663067,0.009603266652168322,0.042947114080610395,0.10589826948819016,92.7305693868273,1.7994823155604953,-1,0.8489970349965059,1
2025-02-03,WMT,98.79722595214844,99.04536043337069,95.75013482563769,96.04789165962634,20484200.0,74.15908315709312,1.903795422748729,1.2656869005648428,0.6381085221838863,1.399100519556187,95.51344883027545,93.60965341664382,1.0203375970762127,94.92569220973725,93.91011794878256,99.06370040093067,93.20625267028808,87.34880493964549,11.714895461285181,0.12568787099215298,1.641617542969507,563492300.0,1.5387279860631955,80.60505171525887,10.02895187757491,253186683.36418155,1.9699488947867891,15248597.88027525,26.49709163479841,30.204514127508418,16.762518229271965,-3.5125270467976034e-08,4.419686930866566e-08,0.008195269789064189,0.01832518034229789,0.03441484039404909,97.6090153837049,1.184120167869662,0.009320430183751014,0.029473788153234894,0.08103137512262082,95.52240565573675,1.771541298064819,0.009646997976066288,0.04314268650657422,0.10730147237148492,93.2986823493674,2.4281017345528557,1,0.3014791569090489,1
2025-02-04,WMT,100.01803588867188,100.19669300470625,98.94610076492852,99.22401015154578,15201200.0,76.75148531110185,2.1221138170175493,1.436972283855384,0.6851415331621653,1.3792203177328457,96.2064622238749,94.08434841457182,1.0225554392953036,95.43107245400869,94.4566365254443,100.08011689856508,93.70202560424805,87.32393430993102,12.756182588634061,0.1361356118651052,1.6243210793686715,578693500.0,1.658029206401799,86.6981565300788,12.192601777226697,264044657.06566495,2.046430379261851,18634965.288265735,27.17405522172976,33.408687948502724,15.730919606835828,1.7882462507521277e-07,6.055822004562954e-08,0.008149188983672832,0.018222140528984878,0.04643918452089706,98.3073410903364,1.2300591146840483,0.009318238723298239,0.02946685814680194,0.0934791220565728,96.44806096403259,1.7502233035727497,0.009752536272136791,0.04361466811506051,0.12017307227127767,93.73724414198843,2.5153972120241757,0,0.1761233602462049,1
2025-02-05,WMT,101.69542694091797,101.81453420869845,99.78975609120717,99.89893586022357,15926700.0,79.75652655706503,2.402786331600865,1.6301350934044803,0.7726512381963846,1.4385876903875998,97.05091833418922,94.64813200911598,1.0253865160787516,98.2631766152734,96.20664709300645,101.35679050063835,94.24941024780273,87.1420299949671,14.21476050567125,0.15082068384616384,1.6529251535202865,594620200.0,1.7384881345238608,86.72228941444885,-8.193933664587682,278097585.60856354,2.1481173605372192,22797596.01079634,28.419535999073588,37.47682939232278,14.354476420826852,1.5646632104494838e-07,7.175304984134794e-08,0.008546961577017839,0.01911158708729069,0.0633356746087524,99.20901352302285,1.3502174505646796,0.009395264472990057,0.0297104349543101,0.11113514967901385,97.39267597270194,1.7089512420900432,0.010076494410669313,0.045063452954306533,0.13826011783712167,94.28040380959825,2.518527859080658,0,0.22193837361560043,1
2025-02-06,WMT,102.08251953125,102.2512491536039,101.17931399735447,101.76490771227553,13088500.0,80.38657491796452,2.6261834504421984,1.8293447648120238,0.7968386856301746,1.3698242739482067,97.82501082604472,95.19882738112591,1.0275863003480594,98.65154675748555,97.44859860892257,102.4606088322179,94.84691848754883,87.23322814287977,15.227380689338133,0.1605469205764142,1.6114258680009392,607708700.0,1.757731471771417,92.45986072322519,-1.3506485675738866,287065654.1639864,2.0705312624772843,25281458.027575552,29.725336880551712,37.63191939692638,13.67241247978456,7.478496672450282e-08,8.00648388579945e-08,0.008858658112953395,0.019808561729993804,0.06789665977812799,99.84868869964627,1.2616365674509076,0.00951721542798479,0.030096077734926147,0.10228969072417596,98.19729439618834,1.6215242902358167,0.009654342240320718,0.04317553105480947,0.14314247779204092,94.75239574125159,2.385586222891759,-1,0.35056900311659556,1
2025-02-07,WMT,100.39520263671875,102.34057586741585,100.3555002149744,102.23139610073456,12451100.0,70.13912761173849,2.636680888712064,1.9908119895920318,0.6458688991200323,0.9266334313452267,98.2204249507638,95.58374406672537,1.0275850345661057,93.1561825276171,96.69030196679203,103.08770718095576,95.31092987060546,87.53415256025517,15.553554620700595,0.16318752363255892,1.6381151383181187,595257600.0,1.3599190658224074,86.40813734572222,-21.534263495544547,275112609.56330895,1.4901020772296085,20196027.56808102,30.19183423798974,34.37454332138376,16.081168965645162,-5.854954168096229e-08,7.193892217257292e-08,0.013550837194316545,0.030300593118524323,0.06882957453563326,100.45127487397698,1.1926843339161313,0.012525602882374358,0.039609434175073094,0.08742880591680423,98.79609289301035,1.5051213036741435,0.010847769362858094,0.04851269939918056,0.14414112731275852,95.13185827540804,2.2077961777227606,-1,0.03825609241433092,1
