date,ticker,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Norm,EMA_12,EMA_26,EMA_12_26_Ratio,Stoch_K,Stoch_D,Upper_BB,Middle_BB,Lower_BB,BB_Width,BB_Width_Pct,ATR,OBV,OBV_Norm,MFI,VROC,ADL,ADL_Norm,ADOSC,ADX,DI_Plus,DI_Minus,EMV,EMV_MA,Volatility_5D,Realized_Vol_5D,Range_Pct_5D,VWAP_5D,VWAP_Norm_5D,Volatility_10D,Realized_Vol_10D,Range_Pct_10D,VWAP_10D,VWAP_Norm_10D,Volatility_20D,Realized_Vol_20D,Range_Pct_20D,VWAP_20D,VWAP_Norm_20D,pattern,SPY_MACD_Hist
2024-10-09,XOM,117.82960510253906,118.30251160994698,116.58462677467271,116.68113575223002,11144900.0,59.383546915536876,1.861581084262582,0.9588444661658004,0.9027366180967815,,116.2250990273834,114.3578803348092,1.016327853289231,79.12283695584284,87.36523159014543,121.59718796021541,113.32739753723145,105.05760711424749,16.53958084596792,0.14594512188047176,2.5133480762132443,44049300.0,1.7604801319554493,62.37246353375745,-11.971786487212299,60595030.34763713,1.342584865606641,15102514.882007375,17.369632961693362,37.16627546416616,26.566112481009085,-1.413239017836711e-07,5.646178253552861e-08,0.016921881498058605,0.03783847733685502,0.04586088148506276,119.22884898580489,0.8773851478380675,0.0170148931152246,0.05380581638842752,0.13676448890289844,116.25397951719818,1.453927392464647,0.014303778518636626,0.06396844220554548,0.15105686357830814,113.5341619479931,2.652623291227516,0,0.3570844700787301
2024-10-10,XOM,118.84297180175781,119.38342798492233,118.02263441997931,118.86227801582126,10243300.0,61.40157776828037,1.9329690686625298,1.1536693866651464,0.7792996819973834,,116.62784868497945,114.69010933236095,1.0168954355689306,74.23248636642974,80.31474755768177,122.02635668565591,113.90211753845215,105.77787839124838,16.248478294407533,0.14265299579634436,2.4448105623682466,54292600.0,1.752827412814686,74.24331368981517,-71.7084366765913,62701820.940729484,1.2676735319940884,13550483.422312766,17.612797300924353,38.647031527054146,25.351929738140587,1.6731598202630675e-07,7.189748327536453e-08,0.016908044302675406,0.03780753642736024,0.04586088148506276,119.38726577467338,0.8263581321512533,0.014877911656344545,0.04704808766081709,0.11558495725152002,117.21309718547887,1.5180162841376343,0.014192475605528583,0.06347068044593882,0.13891637704401597,114.02417387904359,2.43972380079175,1,0.3869828885232307
2024-10-11,XOM,119.29656982421875,119.70191195382175,118.64995156559065,118.80436445932189,8294800.0,62.30440696227698,2.003056145768639,1.3235467384858448,0.6795094072827941,,117.03842116793935,115.03132862805411,1.0174482253123844,77.67546543261271,77.01026291829508,122.35091649311008,114.50337753295898,106.65583857280788,15.695077920302197,0.13707087300358875,2.3453212642155927,62587400.0,1.7083716453553164,73.36713471829653,-48.37143586264416,64604304.39678687,1.2122199107528444,12289034.977336623,17.926414350922176,38.37705939353799,24.534380892876268,5.997403841021627e-08,5.8767398007661294e-08,0.01424840562103662,0.03186040353962799,0.04586088148506276,119.0182970152694,0.02556606459106652,0.013556950366731635,0.04287084128472697,0.09899097854260158,117.90621828009326,1.4761340895119814,0.014130968074888828,0.06319561040666152,0.13676448890289844,114.38362919444327,2.2086868063749145,1,0.5638612413428827
2024-10-14,XOM,119.75017547607422,119.92389459126166,118.34112370318208,118.93948381747835,9808100.0,63.23062716948273,2.071325888996725,1.4731025685880208,0.5982233204087042,,117.45561413842164,115.38087283901856,1.0179816745042116,82.03952747260946,77.98249309055062,122.75444768330895,115.05203971862792,107.3496317539469,15.404815929362059,0.1338943313568033,2.2908533802058773,72395500.0,1.6853219981739889,73.15948987138803,-18.162854925781613,72259402.38430071,1.3200665529485662,13091515.88429746,18.07865504360498,36.47134498841748,24.284973775036818,-7.007274286005053e-09,5.0588504438691484e-08,0.01419274264451359,0.03173593734029252,0.02864243690587839,118.57847044243755,-1.536828994476181,0.01343467613515919,0.042484176213811176,0.08979550306384854,118.46098240056367,1.420581657127487,0.013986403533525586,0.06254909812341294,0.13676448890289844,114.76769424072975,2.052810043475725,0,0.9038624054233582
2024-10-15,XOM,116.15032196044922,117.69448764604624,115.60021270485643,116.6039222412852,15771300.0,52.25681206299686,1.8140409243079318,1.541290239732003,0.2727506845759289,,117.25479995719512,115.43786907023565,1.0157394700854534,75.92108936621064,78.54536075714425,122.73196982206525,115.34977416992187,107.96757851777849,14.764391304286761,0.12799670749712366,2.4236469081352996,56624200.0,1.2040577450780892,72.25535762347049,14.152431962941513,64773488.34971889,0.9931116376325806,9847783.982114725,17.085779083979656,31.98635293547912,29.42053277566815,-3.3000489239644517e-07,5.5280945991500355e-08,0.015772972143608267,0.03526943792031866,0.03740202362295121,118.09924714025955,-1.4572528352020953,0.016179180837534276,0.05116306212235897,0.05476709491421074,118.65254964687743,1.2683254688362584,0.01590074210903373,0.07111028049698559,0.13676448890289844,115.01652905313105,1.876318145520338,0,0.7394924003697758
2024-10-16,XOM,116.44951629638672,117.20229665279422,116.39160501755005,116.67148621524368,8426800.0,52.98711040832931,1.6156589084093582,1.556163973467474,0.05949493494188429,,117.1309101632246,115.5128059018024,1.0140080075866027,67.44397273900708,75.13486319260905,122.70343794533417,115.64316596984864,108.5828939943631,14.120543950971069,0.12210443939811094,2.3256703212931353,65051000.0,1.2413659236669004,79.07790098190875,-50.10155199876836,57550615.32585914,0.6878717655399094,5327362.788892359,16.163822835756143,30.94743710942225,28.464954714820728,1.4392177749877156e-08,8.613100385180422e-08,0.015911683891738363,0.035579606818415384,0.03740202362295121,117.89186368803054,-1.130573031669372,0.015582127847350259,0.04927501478956332,0.05476709491421074,118.69052211678746,1.1076418500369416,0.01589943651716754,0.07110444171265826,0.13676448890289844,115.23694370110856,1.7307370051658073,0,0.7122964981316207
2024-10-17,XOM,116.15032196044922,117.33740370312984,115.5326556862104,116.54601832906368,11204900.0,52.12839756152414,1.4179519813096562,1.5285215750359105,-0.1105695937262543,,116.9800504397207,115.56002931355401,1.012288168621987,54.85468094280717,66.07324768267493,122.70857558249395,115.85307579040527,108.99757599831659,13.710999584177358,0.11834817065178754,2.2884615852664427,53846100.0,0.9254215711882696,72.96857758309021,-29.811450764219494,54015360.917748384,0.49470019683690764,1868940.1900941133,15.052113843501354,29.195465721726972,29.547865168653242,-5.8293823291795484e-08,5.403468099293237e-08,0.01473709544840522,0.032953147213536815,0.03800863815489508,117.3450775084743,-1.3110526579570252,0.015230626157087626,0.04816346884693438,0.05538386356611355,118.51436489447656,0.8925797206813947,0.015767823601748738,0.0705158508614715,0.13676448890289844,115.40616302382959,1.5949720192484744,0,0.6147098676799709
2024-10-18,XOM,115.82218933105469,116.43020249549569,114.99219889905811,116.23718454705299,12898600.0,51.14936153055254,1.2207185724757466,1.4669609745238776,-0.24624240204813108,,116.80191796146438,115.57944857410962,1.010576875062446,47.721663367340334,56.67343901638483,122.60458872067296,116.0818058013916,109.55902288211023,13.045565838562737,0.11238251979714074,2.227714586064381,40947500.0,0.5931798223473326,66.4661038647536,-2.634439445635439,56006451.893032044,0.49591092827785366,917756.2381674424,14.233825323260124,27.842940116091093,29.92014367753693,-8.069625396998662e-08,2.990421740234183e-08,0.01407611599003544,0.031475152212890996,0.0428872196498535,116.72847883551778,-1.4026744699637577,0.013513629222499941,0.04273384779811015,0.06034410763115672,117.89376734899335,0.3403272075806865,0.015692064166113642,0.07017704436543731,0.13676448890289844,115.957288163101,1.6328535848598913,0,0.6151898512573277
2024-10-21,XOM,115.8897476196289,117.24089536302645,115.54230941809347,116.75834312346753,10177800.0,51.35194485190277,1.0576689153841556,1.3851025626959332,-0.3274336473117776,,116.66158406272046,115.60243368859253,1.0091620075835173,33.1638276338905,45.24672398134597,122.60820704019889,116.21305999755859,109.81791295491828,12.790294085280607,0.11005900787354972,2.1899196831264245,51125300.0,0.7232327844954191,64.15144061608412,-56.197952306560104,49992299.35301018,0.18048628185434926,-1468390.8447338343,13.303841099076962,28.949541130651866,28.255050962869632,1.1355310117306622e-07,1.0068750918122888e-08,0.013587197309269217,0.030381896807228203,0.023499757138832008,116.07570980250247,-1.3796117089647084,0.01331028964523127,0.04209083159548535,0.0428872196498535,117.28082669555603,-0.361227443516313,0.01523669430727774,0.0681405684469142,0.13676448890289844,116.11095613999937,1.5072137074184002,0,0.47338061548305266
2024-10-22,XOM,116.48811340332031,116.96101992278295,115.75463926465758,116.06347241861116,9201400.0,53.203020062933405,0.9656031335654518,1.301202676869837,-0.33559954330438524,,116.6348962689666,115.66803959338718,1.0083588922141178,24.5618179617806,35.14910298767045,122.60848340334945,116.38919181823731,110.16990023312516,12.438583170224291,0.10687060349769745,2.119666895626349,60326700.0,0.8264722644426381,62.51370759653795,-46.283939590302225,51979720.88133058,0.17876564893115468,-1678690.4519338757,12.440284319478312,27.76760321799881,27.10146736006771,-4.4278967198698546e-09,-2.3268329000114643e-08,0.003406451162751437,0.0076170563619454125,0.020394468725051372,116.12614295570063,-0.9005636804793359,0.010903365182482451,0.03447946813722198,0.0428872196498535,117.14355957972958,-0.8104494436565258,0.015234324924261392,0.06812997224393562,0.13676448890289844,116.26106280026315,1.405894403328467,0,0.28983572533125024
