date,ticker,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Norm,EMA_12,EMA_26,EMA_12_26_Ratio,Upper_BB,Middle_BB,Lower_BB,BB_Width,BB_Width_Pct,ATR,OBV,OBV_Norm,MFI,VROC,ADL,ADL_Norm,ADOSC,ADX,DI_Plus,DI_Minus,EMV,EMV_MA,Volatility_5D,Realized_Vol_5D,Range_Pct_5D,VWAP_5D,VWAP_Norm_5D,Volatility_10D,Realized_Vol_10D,Range_Pct_10D,VWAP_10D,VWAP_Norm_10D,Volatility_20D,Realized_Vol_20D,Range_Pct_20D,VWAP_20D,VWAP_Norm_20D,pattern,SPY_MACD_Hist,Label
2025-06-23,AAL,47.50237112537302,-0.11942346986621999,-0.018421046965695822,-0.10100242290052416,-0.8212893428470486,10.939350600259054,11.058774070125274,0.989201020917062,12.04922875990728,11.194000005722046,10.338771251536812,1.7104575083704674,0.15280127813972946,0.45996628323183775,225751200.0,0.4324868724532656,61.11969067223667,60.666301069372096,-155584017.11242607,-0.10452472398273624,-8681049.901857615,19.740085763372186,16.95424688686741,26.215549203507393,-9.411330561115309e-11,-3.049944536818504e-10,0.030360148081928055,0.06788735491815098,0.07309941357396413,10.72561105714393,-0.051906667630327086,0.03491434657532044,0.11040885819451221,0.16666666666666666,10.887382489289426,-1.4983874247049744,0.028959475201720222,0.12951071028753172,0.16666666666666666,11.153095898002368,-1.2363634203219036,1,-1.2683268501271074,0
2025-06-23,AAPL,50.4410528318805,-1.392690994004795,-1.5308027298915348,0.13811173588673986,1.2996300614202925,199.503768512057,200.8964595060618,0.9930676180285657,204.72361078429145,199.80973434448242,194.8958579046734,9.82775287961806,0.04918555600836995,4.507388634828997,116982100.0,2.3955602717133275,51.447979735866056,57.56380687287746,1016518887.4013705,0.6979909722028714,21455673.483657718,18.381064852327192,18.74872404523799,22.698578129658177,8.060310030305776e-08,-5.658672752035762e-09,0.013165940861546786,0.029439938754160764,0.03706363683813457,199.01635829421187,1.0467399767786028,0.01319186684131241,0.04171634580819824,0.056031194192250375,199.32565532301842,-1.3123730619805043,0.013840967827786141,0.06189868987463483,0.0660601512348347,199.7889387257078,-1.6423824439822492,1,-1.2683268501271074,0
2025-06-23,ADBE,37.35624603989696,-3.9695185061696634,1.347059759600263,-5.316578265769927,-1.7311741209878364,394.2275822840225,398.19710079019234,0.9900312722059186,432.54605738185916,404.6700012207031,376.79394505954707,55.75211232231209,0.13777179468241685,9.694528852315878,-59697300.0,-1.9319687399271286,40.42005989966111,-7.508967908130105,-31305444.366422873,-1.5216463708673083,-3089858.8254086077,28.16234035127859,15.318738918987886,33.59875660207044,-1.2431959733847924e-06,-1.2631357280416904e-06,0.027620579200955248,0.06176149267125276,0.08358301963327958,384.3404753551587,-1.147798599471399,0.024564566850353887,0.07767998098258683,0.12323415120701851,393.90803508601783,-1.5995277027521313,0.02016865499423538,0.09019696716370187,0.12767551362872415,399.6049729096048,-1.021234804076672,0,-1.2683268501271074,0
2025-06-23,AFRM,63.39189556301339,2.954465848566066,2.734155145975353,0.22031070259071317,-0.17134377840801024,59.912578288665635,56.95811244009958,1.0518708524913485,66.30376256550551,57.230500030517575,48.15723749552964,18.146525069975866,0.31707787037155744,2.7714072658576225,190519100.0,1.5265336920599846,74.91035152091176,-2.2235877827848305,188239346.7564768,0.620253975584149,352625.92421498895,25.598138086844816,32.04953448784505,19.00742290870813,-6.84924184322532e-07,2.3647640201160828e-07,0.01918903424346935,0.04290798499096872,0.058407696172621315,61.35561855394416,0.7981393481685877,0.02896844912437967,0.09160627951575008,0.11891336459303899,61.403736939845935,1.2295417460141775,0.026131772596591624,0.11686483979709013,0.4022052306231682,57.58185495830876,1.922288337778508,0,-1.2683268501271074,0
2025-06-23,ALAB,45.53766432390579,2.459205879506044,3.7268706344747065,-1.2676647549686626,-0.9101767259135343,92.4771140675512,90.01790818804514,1.0273190738266083,99.54967236365582,93.4912498474121,87.4328273311684,12.116845032487419,0.12960405441432676,5.780759423589389,91174000.0,-2.5975113326999693,45.2739446229091,147.20419715587462,66167958.79937276,-2.4123078955744055,-4755063.134213448,20.93427878184343,23.52584702065268,20.811019091646187,-7.850886247299207e-06,-8.459558192236414e-08,0.06978101462940339,0.15603509225025328,0.1873935888529519,92.48666364224248,-1.2633885504170588,0.05116800219133166,0.1618074302450948,0.1873935888529519,92.53870983147894,-1.0784108654242486,0.04098209768822694,0.18327751258282488,0.1873935888529519,93.01272386921752,0.832459547552823,0,-1.2683268501271074,0
2025-06-23,AMAT,57.55068309830917,3.8652925328192964,3.9235812104650156,-0.05828867764571921,0.13584116295480542,170.05747536425056,166.19218283143124,1.0232579683771281,179.18795799429267,166.31682586669922,153.44569373910576,25.74226425518691,0.1547784724789,5.059894196768295,-79147100.0,-0.4749303848718665,70.24219485704403,16.399162595952554,36987526.02471687,0.336342487416653,-1005736.8484355211,17.077210865632985,25.68576793470438,23.445040511890987,-7.006974300734068e-08,7.365737425767007e-07,0.022471334123475524,0.05024743064520193,0.07479962696001341,171.54413387159778,-1.0125090936787833,0.020132824246216235,0.0636655803499059,0.07479962696001341,171.62680817869693,1.1526677447049893,0.01820495029375521,0.08141501276768283,0.16192089833416723,165.70171937812185,1.9564828524263844,0,-1.2683268501271074,0
2025-06-23,AMD,68.59432134591431,5.258997303306884,4.635832822019856,0.6231644812870281,1.7284301302798253,123.27972915137842,118.02073184807149,1.044559944858475,130.92027388004843,119.13800048828125,107.35572709651407,23.564546783534354,0.19779202846242352,4.859203872891432,296021500.0,2.3049069764759715,73.0021245502225,91.18532560214095,-265875226.71561655,-2.062381972297683,-44875886.04672533,31.403137376315055,37.043839052203765,15.242923876736988,-1.4310230053781767e-08,9.700396385262989e-08,0.03538396094227202,0.07912094198011776,0.1313465900920217,127.53323942712443,1.380726553508828,0.0328451868718767,0.10386560068899144,0.15809145513099007,124.9121560967084,1.5160234809966255,0.027363747251870515,0.12237439794861106,0.23757780501599926,121.19550714038843,1.697783889183649,0,-1.2683268501271074,0
2025-06-23,AMZN,51.24849613524709,3.3354246448677145,4.26111556100749,-0.925690916139775,-2.501816718300727,211.26792776726666,207.93250312239894,1.016040900747991,219.1158777032438,209.9120018005371,200.7081258978304,18.407751805413398,0.08769270764663013,4.967857273700161,294715700.0,-1.3125745337060348,53.3455654965976,28.160325349582482,626786336.758516,-1.8698621416906078,-33333512.663472176,20.931339614247015,22.99945080619453,22.267140831035334,-2.253559965946583e-07,5.317613865385979e-08,0.012790616922642306,0.028600688913187365,0.05137238570592013,211.7493022958163,-1.314644582338849,0.012305625819463142,0.0389138056232795,0.05349474925711756,213.01521270227315,0.8106419544092444,0.012674173492139836,0.056680626974101145,0.10386650067737144,209.84650780152475,1.227892364847032,0,-1.2683268501271074,0
2025-06-23,ANET,50.91158601717053,0.41834586366501014,1.330557318626741,-0.9122114549617308,-0.9510683394343785,91.85153845486336,91.43319259119833,1.0045754266236275,98.88728485540214,92.35899925231934,85.83071364923653,13.056571206165614,0.14136761238063908,3.849641415180669,231006500.0,0.8484303272678919,55.4913720174327,72.42697822623474,105631228.33605368,-0.5099052004373072,-4486277.754582003,12.035810381919779,22.75160791440469,31.068526419626664,2.0001097079193478e-07,-5.8935163064620475e-08,0.051140565669840224,0.11435378124555481,0.11404527106815622,89.9980621826902,-0.9473232551655891,0.037791233379777744,0.11950637306708073,0.15476740866791203,91.82825093249278,-0.8730373781601034,0.03488801160806596,0.15602393111087448,0.17848022769727268,91.47684162933993,-0.44126787866975686,0,-1.2683268501271074,0
2025-06-23,APP,41.06586956005643,-0.2383952277138519,10.323553133774263,-10.561948361488115,-1.7635292999850833,361.2280114041956,361.46640663190936,0.9993404775012564,429.66885070742006,379.14850158691405,328.62815246640804,101.04069824101202,0.26649372954952844,20.005187964360516,224072700.0,-1.5420780877660836,41.77183305454348,-11.33809516131633,127667065.59364755,-0.827755052596381,-3430137.1975647807,21.149019929950118,16.14733798129646,31.60503070988412,-1.516812371262841e-05,-1.4149331317546367e-05,0.03961143343068627,0.08857385783722221,0.17815628051757812,341.3488804114214,-1.2058410305311775,0.03663156813301217,0.11583918956396029,0.2640625,360.8287434968391,-2.068432353892459,0.03706161485230753,0.16574458033135095,0.3405937194824219,378.6056175944103,0.6381668420909696,0,-1.2683268501271074,0
